List1	List2	Similarity
{'desmali', 'desmal', 'dəsmal', 'dastar', '-mal', 'tasmal', 'десмал', 'десмел', 'тесмал', 'дестамал', 'дастамал', 'дасмал', 'дестимал', 'дэстмал', 'тасмал', 'dasmal', 'ДАСМАЛ', 'дэстемал'}	{'desmali', 'desmal', 'tasmal', 'dəsmal', 'десмал', 'тесмал', 'десмел', 'дестамал', 'дастамал', 'дасмал', 'дестимал', 'дэстмал', 'тасмал', 'dasmal', 'ДАСМАЛ', 'дэстемал'}	DIFFERENT
{'desmali', 'desmal', 'dəsmal', 'dastar', '-mal', 'tasmal', 'десмал', 'десмел', 'тесмал', 'дестамал', 'дастамал', 'дасмал', 'дестимал', 'дэстмал', 'тасмал', 'dasmal', 'ДАСМАЛ', 'дэстемал'}	{'dastar'}	DIFFERENT
{"maˤmərči kul erkɬ'urtːut"}		NOT IN LIST 2
{'roomal', 'рокьучул'}	{'roomal'}	DIFFERENT
{'чюй', 't’ilo'}	{'t’ilo'}	DIFFERENT
{'явлукъ', 'бет', 'ягълукъ'}	{'бет'}	DIFFERENT
{'roomal', 'рокьучул'}	{'рокьучул'}	DIFFERENT
{'чюй', 't’ilo'}	{'чюй'}	DIFFERENT
{'явлукъ', 'бет', 'ягълукъ'}	{'явлукъ', 'ягълукъ'}	DIFFERENT
{'вачаг', 'вяхчег', 'охчог'}	{'вачаг', 'вяхчег'}	DIFFERENT
{'вачаг', 'вяхчег', 'охчог'}	{'ошкъгоги', 'охчог'}	DIFFERENT
{'ошкъгоги'}	{'ошкъгоги', 'охчог'}	DIFFERENT
{'хуччаг', 'худжаг', 'худжага'}	{'хуччаг', 'худжаг', 'худжага', 'хюжаг'}	DIFFERENT
{'хюжаг'}	{'хуччаг', 'худжаг', 'худжага', 'хюжаг'}	DIFFERENT
{'?хьылаб'}		NOT IN LIST 2
{'bərq', '*турф'}	{'турф подтвердил', 'turp', 'турп', 'турф п', 'турф тоже', 'турф', 'ТУРП', '*турф', 'тюрп', 'туьрп'}	DIFFERENT
{'talgami', 'şalğam', 'талган', 'shalgham', 'shalgam'}	{'talgami', 'şalğam', 'палган', 'талган', 'shalgham', 'shalgam'}	DIFFERENT
{'турф подтвердил', 'turp', 'турп', 'турф п', 'турф тоже', 'турф', 'ТУРП', 'тюрп', 'туьрп'}	{'турф подтвердил', 'turp', 'турп', 'турф п', 'турф тоже', 'турф', 'ТУРП', '*турф', 'тюрп', 'туьрп'}	DIFFERENT
{'к1ар'}	{'кьаъ', 'кьа(й)', 'къар', 'кьар', 'к1ар', 'кьа', 'кьаъа', '*кьа', 'кьая подтвердил', 'къа', 'кьая', 'кьа1', 'къаъ'}	DIFFERENT
{'кьаъ', 'кьа(й)', 'къар', 'кьар', 'кьа', 'кьаъа', 'кьая подтвердил', 'къа', 'кьая', 'кьа1', 'къаъ'}	{'кьаъ', 'кьа(й)', 'къар', 'кьар', 'к1ар', 'кьа', 'кьаъа', '*кьа', 'кьая подтвердил', 'къа', 'кьая', 'кьа1', 'къаъ'}	DIFFERENT
{'палган'}	{'talgami', 'şalğam', 'палган', 'талган', 'shalgham', 'shalgam'}	DIFFERENT
{'saç'}	{'сас', 'səş', 'СЕС', 'сэс', 'ses', 'сес - хороший голос', 'сес,', 'saç', 'səs', 'сес', 'сес - литературное'}	DIFFERENT
{'сас', 'səş', 'СЕС', 'сэс', 'ses', 'сес - хороший голос', 'сес,', 'səs', 'сес', 'сес - литературное'}	{'сас', 'səş', 'СЕС', 'сэс', 'ses', 'сес - хороший голос', 'сес,', 'saç', 'səs', 'сес', 'сес - литературное'}	DIFFERENT
{'гьарч1у', 'гьач1ч1у'}	{'лъоч1ч1у', 'лъоч1у', 'гьач1ч1у', 'лъарч1ч1у', 'лъац1о', 'гьарч1у'}	DIFFERENT
{'дех', 'дах'}	{'дихъ', 'дих,', 'дех', 'дах', 'дих'}	DIFFERENT
{'дихъ', 'дих,', 'дих'}	{'дихъ', 'дих,', 'дех', 'дах', 'дих'}	DIFFERENT
{'лъарч1ч1у', 'лъоч1ч1у'}	{'лъоч1ч1у', 'лъоч1у', 'гьач1ч1у', 'лъарч1ч1у', 'лъац1о', 'гьарч1у'}	DIFFERENT
{'лъац1о', 'лъоч1ч1у', 'лъоч1у'}	{'лъоч1ч1у', 'лъоч1у', 'гьач1ч1у', 'лъарч1ч1у', 'лъац1о', 'гьарч1у'}	DIFFERENT
{'jadr', 'jidaar', 'judraan', 'jedar'}	{'jadr', 'jidaar', 'jedar'}	DIFFERENT
{'jadr', 'jidaar', 'judraan', 'jedar'}	{'judraan'}	DIFFERENT
{"k'edel", "k'edeli"}	{"k'edel", "k'edeli", "k'edeli - georgian"}	DIFFERENT
{'къед', 'къеда'}	{'къед', 'къиН', 'къен', 'къинда', 'къин', 'къиНй', 'къеда', 'къийН'}	DIFFERENT
{'къиН', 'къен', 'къинда', 'къин', 'къиНй', 'къийН'}	{'къед', 'къиН', 'къен', 'къинда', 'къин', 'къиНй', 'къеда', 'къийН'}	DIFFERENT
{'цал'}	{'цал', 'цил'}	DIFFERENT
{'цил'}	{'цал', 'цил'}	DIFFERENT
{'гъарпуз', 'къарпуз', 'qarpız', 'хорбаз', 'харбуз', 'хъапузи', 'харбузи', 'хъарпýз', 'qarpuzi', 'гарпыз', 'гарпуз', 'къарпыз', 'къарбуз', 'хъарпузи', 'q(g)arpız', 'хъарпуз', 'хъарпыз', 'хъармуз', 'qarpuz', "q'arbuz", 'tarbuz'}	{'гъарпуз', 'къарпуз', 'qarpız', 'хорбаз', 'харбуз', 'хъапузи', 'харбузи', 'хъарпýз', 'qarpuzi', 'гарпыз', 'гарпуз', 'къарпыз', 'къарбуз', 'хъарпузи', 'q(g)arpız', 'хъарпуз', 'хъарпыз', 'qarpuz', "q'arbuz"}	DIFFERENT
{'гъарпуз', 'къарпуз', 'qarpız', 'хорбаз', 'харбуз', 'хъапузи', 'харбузи', 'хъарпýз', 'qarpuzi', 'гарпыз', 'гарпуз', 'къарпыз', 'къарбуз', 'хъарпузи', 'q(g)arpız', 'хъарпуз', 'хъарпыз', 'хъармуз', 'qarpuz', "q'arbuz", 'tarbuz'}	{'арпуз', 'tarbuz', 'арбуз'}	DIFFERENT
{'арбуз', 'арпуз'}	{'арпуз', 'tarbuz', 'арбуз'}	DIFFERENT
{'хорзумаг', 'хурзумаг', 'хурдзумаг', 'хумурзак', 'хурдзмага', 'хурзумак', 'кьюрдун хумурзаг', 'хмурзаг', 'хурдзумага', 'хумурзаг'}	{'хорзумаг', 'хурзумаг', 'хурдзумаг', 'хумурзак', 'хурдзмага', 'хурзумак', 'хъармуз', 'кьюрдун хумурзаг', 'хмурзаг', 'хурдзумага', 'хумурзаг'}	DIFFERENT
{'халбузак', 'хилбизак', 'хъарбизаг', 'хъалпусак'}	{'хъарбизаг', 'хъалпусак', 'хъидбизак', 'халбузак', 'хилбизак'}	DIFFERENT
{'гъарпуз', 'къарпуз', 'qarpız', 'хорбаз', 'харбуз', 'хъапузи', 'харбузи', 'хъарпýз', 'qarpuzi', 'гарпыз', 'гарпуз', 'къарпыз', 'къарбуз', 'хъарпузи', 'q(g)arpız', 'хъарпуз', 'хъарпыз', 'хъармуз', 'qarpuz', "q'arbuz", 'tarbuz'}	{'хорзумаг', 'хурзумаг', 'хурдзумаг', 'хумурзак', 'хурдзмага', 'хурзумак', 'хъармуз', 'кьюрдун хумурзаг', 'хмурзаг', 'хурдзумага', 'хумурзаг'}	DIFFERENT
{'хъидбизак'}	{'хъарбизаг', 'хъалпусак', 'хъидбизак', 'халбузак', 'хилбизак'}	DIFFERENT
{"k'orts'il"}	{"k'orts'il", "korts'ili", "korts'i"}	DIFFERENT
{"korts'ili", "korts'i"}	{"k'orts'il", "korts'ili", "korts'i"}	DIFFERENT
{'tazawwuj'}	{'zawaaj', 'tazawwuj'}	DIFFERENT
{'zawaaj'}	{'zawaaj', 'tazawwuj'}	DIFFERENT
{'зурма-къили'}	{'зурма-къили', 'сухIмат-къили'}	DIFFERENT
{'рехин'}	{'рехин', 'ригьин-цIай'}	DIFFERENT
{'ригьин-цIай'}	{'рехин', 'ригьин-цIай'}	DIFFERENT
{'сухIмат-къили'}	{'зурма-къили', 'сухIмат-къили'}	DIFFERENT
{'т1акин'}	{'ц1ак1ин', 'т1акин', 'цIакIин', 'ц1ак1инар'}	DIFFERENT
{'ц1ак1ин', 'цIакIин', 'ц1ак1инар'}	{'ц1ак1ин', 'т1акин', 'цIакIин', 'ц1ак1инар'}	DIFFERENT
{'ÁНКЬИ', 'anƛ’'}	{'анкь', 'ÁНКЬИ', 'анкьи', 'акьо', 'анл1', 'anƛ’'}	DIFFERENT
{'гьакьу', 'анкь', 'анкьи', 'акьо', 'анл1', 'гьокьу'}	{'анкь', 'ÁНКЬИ', 'анкьи', 'акьо', 'анл1', 'anƛ’'}	DIFFERENT
{'гьакьу', 'анкь', 'анкьи', 'акьо', 'анл1', 'гьокьу'}	{'гьакьу', 'гьокьу'}	DIFFERENT
{'чарххи', 'char', 'чарх'}	{'char'}	DIFFERENT
{'üzük', 'ülük'}	{'ülük'}	DIFFERENT
{'üzük', 'ülük'}	{'üzük'}	DIFFERENT
{'чарххи', 'char', 'чарх'}	{'*чарх', 'чарххи', 'чарх'}	DIFFERENT
{'gəmçi podtv', 'qamshah', 'qamçı', 'ghamchee', 'кьамчи', 'камча', 'qamçi', 'анчи', 'къамучу', 'къамчи', 'КЪАМЧИ', 'къемчи', 'q(g)amçı', 'qamči', "q'amči", 'гамчы'}	{'gəmçi podtv', 'qamshah', 'qamçı', 'ghamchee', 'кьамчи', 'камча', 'qamçi', 'къамчи', 'къамучу', 'къемчи', 'КЪАМЧИ', 'q(g)amçı', 'qamči', "q'amči", 'гамчы'}	DIFFERENT
{'gəmçi podtv', 'qamshah', 'qamçı', 'ghamchee', 'кьамчи', 'камча', 'qamçi', 'анчи', 'къамучу', 'къамчи', 'КЪАМЧИ', 'къемчи', 'q(g)amçı', 'qamči', "q'amči", 'гамчы'}	{'анчи'}	DIFFERENT
{'гъирмач', 'къирмадж подтвердил', 'хъирмадж', 'къирмаж', 'гъирмаж', 'гырманҹä', 'гъирмаджа', 'гъирмадж', 'къирмадж', 'къырмадж', 'къирмаж подтвердил', 'гермадж', 'гырманч', 'къирмаджа'}	{'гъирмач', 'къирмадж подтвердил', 'хъирмадж', 'къирмаж', 'гъирмаж', 'гырманҹä', 'гъирмаджа', 'гъирмадж', 'къирмадж', 'къырмадж', 'къирмаж подтвердил', 'кирмадж', 'гермадж', 'гырманч', 'къирмаджа'}	DIFFERENT
{'жваркье', 'жоркьил', 'жваркьян', 'кирмадж', 'жваркьел'}	{'жваркье', 'жваркьян', 'жоркьил', 'жваркьел'}	DIFFERENT
{'жваркье', 'жоркьил', 'жваркьян', 'кирмадж', 'жваркьел'}	{'гъирмач', 'къирмадж подтвердил', 'хъирмадж', 'къирмаж', 'гъирмаж', 'гырманҹä', 'гъирмаджа', 'гъирмадж', 'къирмадж', 'къырмадж', 'къирмаж подтвердил', 'кирмадж', 'гермадж', 'гырманч', 'къирмаджа'}	DIFFERENT
{'ТIВАЛ', 'т1ул'}	{'т1ул'}	DIFFERENT
{'ТIВАЛ', 'т1ул'}	{'ТIВАЛ'}	DIFFERENT
{'чу1мк'}	{'шунк', 'чунк1', 'чу1мк', 'чунк1ь'}	DIFFERENT
{'чунк1', 'чунк1ь'}	{'шунк', 'чунк1', 'чу1мк', 'чунк1ь'}	DIFFERENT
{'чурут', 'чурут1в', 'чурутI', 'чурукь'}	{'чяркьут', 'чурут1в', 'чурукь', 'чурут', 'чурутI'}	DIFFERENT
{'чяркьут'}	{'чяркьут', 'чурут1в', 'чурукь', 'чурут', 'чурутI'}	DIFFERENT
{'шунк'}	{'шунк', 'чунк1', 'чу1мк', 'чунк1ь'}	DIFFERENT
{'дул', 'dul podtv', 'dul', 'тул', 'дул хатум', 'жилир гъакьи хпир'}	{'дул', 'dul podtv', 'dul', 'тул', 'дул хатум'}	DIFFERENT
{'qorolay', 'q’orolaj', 'къорола', 'къоролай', 'КЪОРОЛÁЙ'}	{'qorolay', 'q’orolaj', 'къорола', 'къоролай', 'КЪОРОЛÁЙ', 'хъоролай'}	DIFFERENT
{'аскин'}	{'ашкин', 'ашкIин', 'ашк1ин', 'аскин'}	DIFFERENT
{'гьечlни шив', 'ачIни дишагьли', 'хэчlни шив', 'гьеч1ни шив', 'гьеч1ни хпир', 'ач1них бир', 'ач1ни хпир', 'гьеч1ни шив подтв', 'гьач1ни хпир', 'гьечни шир', 'гьяач1ни хпир', 'гьеч1ни шив подтвердил', 'гьеч1ни хпир п', 'гьечни шив'}	{'гьеч1ни хпир', 'ач1них бир', 'ач1ни хпир', 'гьач1ни хпир', 'гьяач1ни хпир', 'гьеч1ни хпир п'}	DIFFERENT
{'гьечlни шив', 'ачIни дишагьли', 'хэчlни шив', 'гьеч1ни шив', 'гьеч1ни хпир', 'ач1них бир', 'ач1ни хпир', 'гьеч1ни шив подтв', 'гьач1ни хпир', 'гьечни шир', 'гьяач1ни хпир', 'гьеч1ни шив подтвердил', 'гьеч1ни хпир п', 'гьечни шив'}	{'ачIни дишагьли'}	DIFFERENT
{'ашкин', 'ашкIин', 'ашк1ин'}	{'ашкин', 'ашкIин', 'ашк1ин', 'аскин'}	DIFFERENT
{'гьечlни шив', 'ачIни дишагьли', 'хэчlни шив', 'гьеч1ни шив', 'гьеч1ни хпир', 'ач1них бир', 'ач1ни хпир', 'гьеч1ни шив подтв', 'гьач1ни хпир', 'гьечни шир', 'гьяач1ни хпир', 'гьеч1ни шив подтвердил', 'гьеч1ни хпир п', 'гьечни шив'}	{'гьечlни шив', 'хэчlни шив', 'гьеч1ни шив', 'гьеч1ни шив подтв', 'гьечни шир', 'гьеч1ни шив подтвердил', 'гьечни шив'}	DIFFERENT
{'дул', 'dul podtv', 'dul', 'тул', 'дул хатум', 'жилир гъакьи хпир'}	{'жилир гъакьи хпир'}	DIFFERENT
{'серекьа'}	{'серешк1и', 'серешик1а', 'серо йошик1ва', 'серекьа'}	DIFFERENT
{'серешк1и', 'серешик1а', 'серо йошик1ва'}	{'серешк1и', 'серешик1а', 'серо йошик1ва', 'серекьа'}	DIFFERENT
{'хендеда', 'хьиндадай', 'хьыдылды', 'хиндадый', 'хендеди', 'хиндадай', 'хендадай', 'хъоролай', 'хындадай', 'хьиндандай', 'хиндандай', 'ХЕНДЕДА'}	{'хендеда', 'хьиндадай', 'хьыдылды', 'хиндадый', 'хендеди', 'хиндадай', 'хендадай', 'хындадай', 'хьиндандай', 'хиндандай', 'ХЕНДЕДА'}	DIFFERENT
{'хендеда', 'хьиндадай', 'хьыдылды', 'хиндадый', 'хендеди', 'хиндадай', 'хендадай', 'хъоролай', 'хындадай', 'хьиндандай', 'хиндандай', 'ХЕНДЕДА'}	{'qorolay', 'q’orolaj', 'къорола', 'къоролай', 'КЪОРОЛÁЙ', 'хъоролай'}	DIFFERENT
{'тагар', '?т1аг', 'т1аг', 'таг', 'т1агар', 'tagheh', 'тIагар'}	{'тагар', '?т1аг', 'т1аг', 'таг', 'т1агар', 'тIагар'}	DIFFERENT
{"ak'ušk'a", 'окно'}	{"ak'ušk'a"}	DIFFERENT
{'тагар', '?т1аг', 'т1аг', 'таг', 'т1агар', 'tagheh', 'тIагар'}	{'tagheh'}	DIFFERENT
{'аки'}	{'аки', 'ахъ', 'ахъи'}	DIFFERENT
{'ахъ', 'ахъи'}	{'аки', 'ахъ', 'ахъи'}	DIFFERENT
{'гъуIль', 'гъул', 'гъуль'}	{'гъуIль', 'гъул', 'гъуль', 'къул'}	DIFFERENT
{'гьиНгвар', 'гьингур'}	{'гьиНгвар', 'ингур', 'гьингур'}	DIFFERENT
{'дəлик'}	{'дəлик', 'дешик'}	DIFFERENT
{'дешик'}	{'дəлик', 'дешик'}	DIFFERENT
{'иго', 'ингур'}	{'иго'}	DIFFERENT
{'иго', 'ингур'}	{'гьиНгвар', 'ингур', 'гьингур'}	DIFFERENT
{'къул'}	{'гъуIль', 'гъул', 'гъуль', 'къул'}	DIFFERENT
{"ak'ušk'a", 'окно'}	{'окно'}	DIFFERENT
{'çaxır', 'чахыр', 'чягъир', 'чагъы1р', 'чагъир', 'чагъыр', 'ч1агьир', 'чахир', 'чахур', 'чехир', 'чяхир', 'ччяхир', 'čiχir', 'ччагъир', 'чихир'}	{'çaxır', 'чахыр', 'чягъир', 'чагъы1р', 'чагъир', 'чаг1ар', 'чагъыр', 'ч1агьир', 'чахир', 'чахур', 'чехир', 'чяхир', 'ччяхир', 'čiχir', 'ччагъир', 'чихир'}	DIFFERENT
{'ɣino'}	{'гъвино', 'ʁine', 'ɣino', 'ʁvino', 'ʁüjne', 'RUS', 'вино'}	DIFFERENT
{'RUS', 'вино'}	{'гъвино', 'ʁine', 'ɣino', 'ʁvino', 'ʁüjne', 'RUS', 'вино'}	DIFFERENT
{'ʁüjne', 'гъвино', 'ʁvino', 'ʁine'}	{'гъвино', 'ʁine', 'ɣino', 'ʁvino', 'ʁüjne', 'RUS', 'вино'}	DIFFERENT
{'жа'}	{'жа', 'жана'}	DIFFERENT
{'жана'}	{'жа', 'жана'}	DIFFERENT
{'чаг1а', 'чаг1ар'}	{'чаг1а'}	DIFFERENT
{'чаг1а', 'чаг1ар'}	{'çaxır', 'чахыр', 'чягъир', 'чагъы1р', 'чагъир', 'чаг1ар', 'чагъыр', 'ч1агьир', 'чахир', 'чахур', 'чехир', 'чяхир', 'ччяхир', 'čiχir', 'ччагъир', 'чихир'}	DIFFERENT
{'par', 'bar'}	{'bar'}	DIFFERENT
{'janaah', 'jenah', 'хилинк1ав'}	{'janaah', 'jenah'}	DIFFERENT
{"q'anad", 'qanad', 'къанад', 'хъенет', 'къанат', 'хъанатта', 'kanaf', 'къенед', 'хъанет подтвердил', "q'anat", 'хъанет', "q'anadi", 'k1ana'}	{'k1ana'}	DIFFERENT
{"q'anad", 'qanad', 'къанад', 'хъенет', 'къанат', 'хъанатта', 'kanaf', 'къенед', 'хъанет подтвердил', "q'anat", 'хъанет', "q'anadi", 'k1ana'}	{'kanaf'}	DIFFERENT
{'par', 'bar'}	{'parreh', 'par'}	DIFFERENT
{'parreh'}	{'parreh', 'par'}	DIFFERENT
{"q'anad", 'qanad', 'къанад', 'хъенет', 'къанат', 'хъанатта', 'kanaf', 'къенед', 'хъанет подтвердил', "q'anat", 'хъанет', "q'anadi", 'k1ana'}	{"q'anad", 'qanad', 'къанад', 'хъенет', 'къанат', 'хъанатта', 'къенед', 'хъанет подтвердил', "q'anat", 'хъанет', "q'anadi"}	DIFFERENT
{'диквала', 'дикала'}	{'кыли', 'диквала', 'дикала'}	DIFFERENT
{'квач1и', 'кваркьи'}	{'лел', 'лела', 'кваркьи'}	DIFFERENT
{'квач1и', 'кваркьи'}	{'лув', 'квач1и'}	DIFFERENT
{'крыло'}	{'лъиру', 'лъиро', 'крыло'}	DIFFERENT
{'кыли'}	{'кыли', 'диквала', 'дикала'}	DIFFERENT
{'лел', 'лела'}	{'лел', 'лела', 'кваркьи'}	DIFFERENT
{'лув'}	{'лув', 'квач1и'}	DIFFERENT
{'лъиро', 'лъиру'}	{'лъиру', 'лъиро', 'крыло'}	DIFFERENT
{'хил', 'хыли', 'хьыли'}	{'хинипдзи', 'хлинц', 'хиниц', 'хлимцц', 'хилинцц', 'хилинц', 'хлинцц', 'хил', 'хилимцц', 'хлицц', 'хницц', 'хинимцц', 'хилимцци'}	DIFFERENT
